date,iv_1m_put_25d,iv_1m_call_25d,iv_3m_atm_put
2026-06-09,20.34,15.19,16.76
2026-06-10,24.22,18.92,18.0
2026-06-11,21.06,17.09,17.0
2026-06-12,17.99,13.81,16.34
2026-06-15,13.86,11.04,15.07
2026-06-16,15.72,12.9,15.38
2026-06-17,19.72,17.36,15.99
2026-06-18,15.5,12.85,15.38
2026-06-22,16.87,11.75,15.5
2026-06-23,19.29,13.6,16.65
2026-06-24,18.85,13.2,16.24
2026-06-25,18.98,13.37,16.23
2026-06-26,18.53,13.67,16.22
2026-06-29,16.21,11.92,15.58
2026-06-30,14.39,10.95,14.92
2026-07-01,14.57,10.67,15.21
